Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local,"Last Year
 Stores","Last Year
 Weighted Avg Price"
09/20/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,454,2.41,,,,617,2.64
09/20/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,311,0.77,,,,249,0.79
09/20/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,17,1.49,,,,,
09/20/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,102,4.87,4,5,,3,4
09/20/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,156,1.19,0.8,1.25,,22,0.8
09/20/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,72,1.69,1.69,1.69,,152,1.48
09/20/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,158,2.5,2.5,2.5,,184,2.5
09/20/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,99,0.56,0.49,0.99,,154,0.7
09/20/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,209,4.94,3.99,4.98,,53,4.3
09/20/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,per pound,18,0.28,0.28,0.28,,,
09/20/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,220,0.8,0.8,0.8,,220,0.8
09/20/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,228,2.48,2,2.5,,230,2.55
09/20/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,200,0.88,0.88,0.88,,82,0.98
09/20/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,each,169,4.66,2.99,5.99,11,339,4.18
09/20/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,15,1.99,1.99,1.99,,203,2.86
09/20/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,each,475,4.48,3.99,5.99,23,344,4.6
09/20/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,53,1.94,1.5,2,,,
09/20/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,9,0.75,0.75,0.75,,6,0.98
09/20/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,17,1.49,1.49,1.49,100,,
09/20/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,146,0.29,0.29,0.29,100,6,0.49
09/20/2019,ALASKA,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,3,0.78,0.78,0.78,,,
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"2,047",4.4,,,,"1,192",4.29
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,225,0.41,,,,214,0.43
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,399,0.89,,,,353,0.86
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,407,1.38,,,,77,1.68
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,735,2.52,,,,517,2.24
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,445",0.95,,,,266,0.86
09/27/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,28,1.14,,,,17,0.99
09/27/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,362,4.37,2.99,5.99,2,458,5
09/27/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,per pound,10,0.69,0.69,0.69,100,12,0.64
09/27/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,70,1.11,0.8,1.25,,70,1.11
09/27/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,407,1.38,1.29,1.69,,77,1.68
09/27/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,182,2.43,2,2.5,,112,2.47
09/27/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,89,0.54,0.49,0.99,,9,0.88
09/27/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,556,4.71,2.99,6,38,134,3.87
09/27/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,per pound,8,0.79,0.79,0.79,,46,0.58
09/27/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,298,0.85,0.8,1,,228,0.8
09/27/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,220,2.5,2.5,2.5,,230,2.49
09/27/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,349",0.97,0.88,0.99,15,214,0.89
09/27/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,each,65,4.37,3.98,5.99,38,405,3.74
09/27/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,13,0.5,0.5,0.5,,,
09/27/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,225,2.72,0.99,2.99,5,73,1.47
09/27/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,7,0.99,0.99,0.99,,36,0.79
09/27/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,each,386,4.26,3.88,5,,150,4.28
09/27/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,18,0.99,0.99,0.99,,47,0.79
09/27/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,67,2.5,2.5,2.5,16,61,1.96
09/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,606,4.07,1,4.5,,43,3.18
09/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,31,0.38,0.33,0.5,,151,0.35
09/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,41,2,2,2,,41,2
09/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,9,1.49,1.49,1.49,,17,0.99
09/27/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,40,4.53,3.89,5.99,,2,5
09/27/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,174,0.38,0.34,0.39,,5,0.79
09/27/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,19,0.98,0.98,0.98,,,
09/27/2019,HAWAII,VEGETABLES,PUMPKINS,,,,each,21,5.99,5.99,5.99,,,
09/27/2019,ALASKA,VEGETABLES,PUMPKINS,,,,each,11,8.99,8.99,8.99,,,
09/27/2019,ALASKA,VEGETABLES,PUMPKINS,,,,per pound,2,0.49,0.49,0.49,,,
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"3,511",3.42,,,,"3,996",3.32
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,323,0.53,,,,640,0.53
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,401,0.97,,,,345,0.85
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,369,1.33,,,,327,1.38
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,"1,635",1.66,,,,782,2.29
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,523,0.83,,,,284,0.86
10/04/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,15,1.37,,,,15,1.28
10/04/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,709,3.4,2.69,5.99,1,609,2.88
10/04/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,108,1.16,0.8,1.25,,108,0.95
10/04/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,327,1.38,1.29,1.69,,327,1.38
10/04/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,94,2.36,2,2.49,,22,2.5
10/04/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,119,0.58,0.49,0.99,,64,0.77
10/04/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,6,1.49,1.49,1.49,,,
10/04/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,908,3.81,2.5,6,22,833,3.35
10/04/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,228,0.82,0.8,1.25,,222,0.8
10/04/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,748,1.92,1,2.99,,230,2.55
10/04/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,282,0.91,0.88,0.99,,212,0.88
10/04/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,each,952,2.71,1.67,5.99,5,"1,093",3.3
10/04/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,7,0.88,0.88,0.88,,12,0.84
10/04/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,719,1.22,1,2.5,6,433,2.21
10/04/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,each,777,3.67,2.49,5.97,18,861,3.38
10/04/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,per pound,7,0.59,0.59,0.59,,,
10/04/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,65,1.18,0.99,1.25,,,
10/04/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,74,2.5,2.5,2.5,,56,2
10/04/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,61,0.99,0.99,0.99,,6,0.98
10/04/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,152,3.99,3.99,3.99,,496,3.54
10/04/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,222,0.34,0.18,0.5,5,110,0.31
10/04/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,42,0.99,0.99,0.99,,,
10/04/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,42,0.79,0.79,0.79,,,
10/04/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,9,1.29,1.29,1.29,,,
10/04/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,2,4,4,4,,93,3.7
10/04/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,28,0.34,0.34,0.34,,72,0.3
10/04/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,19,0.81,0.79,0.98,,2,0.98
10/04/2019,ALASKA,VEGETABLES,PUMPKINS,,,,each,11,8.99,8.99,8.99,,11,8.99
10/04/2019,HAWAII,VEGETABLES,PUMPKINS,,,,per pound,23,0.79,0.79,0.79,,44,0.79
10/04/2019,ALASKA,VEGETABLES,PUMPKINS,,,,per pound,36,1.61,0.78,1.69,,3,0.58
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"4,909",4,,,,"6,004",4
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,418,0.37,,,,619,0.82
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,,Y,,each,26,5,,,,,
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,579,0.84,,,,621,0.94
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,130,1.78,,,,327,1.38
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,603,2.22,,,,833,2.52
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,533",0.94,,,,306,0.83
10/11/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,632,1.06,,,,58,1.73
10/11/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,752,4.85,2.99,5.99,11,774,3.9
10/11/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,65,0.71,0.67,0.8,,301,1.09
10/11/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,72,1.69,1.69,1.69,,327,1.38
10/11/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,177,2.45,1.99,2.5,,308,2.48
10/11/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,148,0.67,0.59,1.29,,52,0.76
10/11/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,81,0.99,0.99,0.99,,,
10/11/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,"1,260",3.81,2.49,5,,"1,823",4.11
10/11/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,220,0.8,0.8,0.8,,230,0.79
10/11/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,220,2.5,2.5,2.5,,230,2.49
10/11/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,345",0.98,0.88,1.29,,200,0.88
10/11/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,each,913,2.8,2.49,5.99,4,"1,928",3.71
10/11/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,58,1.89,1.89,1.89,,,
10/11/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,39,1.45,0.99,1.99,31,198,2.87
10/11/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,17,0.59,0.59,0.59,100,17,0.59
10/11/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,each,817,3.63,2.49,5.99,3,788,3.59
10/11/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,149,1.99,1.88,1.99,,56,2
10/11/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,11,0.5,0.5,0.5,,9,0.69
10/11/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,6,1.48,1.48,1.48,100,,
10/11/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,838,4.82,2,9.99,31,362,5.22
10/11/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,122,0.44,0.19,0.5,,141,0.34
10/11/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,268,0.89,0.89,0.99,,15,1.19
10/11/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,275,1.04,0.99,1.89,,24,1.75
10/11/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,305,4.89,3.29,5,68,329,5
10/11/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,273,0.31,0.19,0.34,53,59,0.26
10/11/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,18,0.33,0.33,0.33,,,
10/11/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,12,0.79,0.79,0.79,,,
10/11/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,244,1.09,0.99,1.89,,34,1.71
10/11/2019,HAWAII,VEGETABLES,PUMPKINS,,,,each,21,5,5,5,,,
10/11/2019,ALASKA,VEGETABLES,PUMPKINS,,,,each,3,5.39,5.39,5.39,,,
10/11/2019,HAWAII,VEGETABLES,PUMPKINS,,,,per pound,23,0.79,0.79,0.79,,79,0.83
10/11/2019,ALASKA,VEGETABLES,PUMPKINS,,Y,,each,26,5,5,5,,,
10/11/2019,ALASKA,VEGETABLES,PUMPKINS,MINIATURE,,,each,26,0.89,0.89,0.89,,,
10/11/2019,ALASKA,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,26,0.99,0.99,0.99,,,
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"4,369",3.63,,,,"3,775",3.67
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,811,0.45,,,,577,0.53
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,316,0.85,,,,"2,656",1.11
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,72,1.69,,,,327,1.38
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,781,2.4,,,,694,2.64
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,549",0.96,,,,197,0.87
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,each,4,2.5,,,,4,2.5
10/18/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,11,1.26,,,,125,1.03
10/18/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,618,3.34,2.49,6.49,11,804,4.06
10/18/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,41,0.89,0.8,0.99,,572,0.97
10/18/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,72,1.69,1.69,1.69,,327,1.38
10/18/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,117,2.43,1.99,2.5,,101,2.5
10/18/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,31,0.76,0.59,0.99,,55,0.75
10/18/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,10,1.29,1.29,1.29,,,
10/18/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,834,3.18,2.49,4.99,,"1,033",3.95
10/18/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,228,0.81,0.8,1,,"2,020",1.15
10/18/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,305,2.57,1.99,2.99,,285,2.61
10/18/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,441",0.97,0.69,1.29,,94,0.99
10/18/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,each,840,2.6,1.25,4,4,821,2.68
10/18/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,5,0.89,0.89,0.89,,,
10/18/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,218,2.02,1.69,2.49,,218,2.77
10/18/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,42,0.71,0.59,0.79,40,24,0.7
10/18/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,each,796,3.63,2.49,5.99,14,610,3.55
10/18/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,per pound,331,0.57,0.25,0.58,,24,0.79
10/18/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,47,1,1,1,,49,0.99
10/18/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,132,2.41,1.99,2.99,8,49,2.99
10/18/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,35,0.76,0.5,0.99,,24,0.87
10/18/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,"1,249",4.72,2.99,5,,263,3.56
10/18/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,81,0.4,0.1,0.5,,185,0.28
10/18/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,9,4.99,4.99,4.99,,41,2
10/18/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,each,4,2.5,2.5,2.5,,4,2.5
10/18/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,342,0.29,0.25,0.34,,137,0.26
10/18/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,1,0.99,0.99,0.99,,6,1.35
10/18/2019,ALASKA,VEGETABLES,PUMPKINS,,,,each,11,8.99,8.99,8.99,100,,
10/18/2019,HAWAII,VEGETABLES,PUMPKINS,,,,each,21,3.99,3.99,3.99,,21,4
10/18/2019,HAWAII,VEGETABLES,PUMPKINS,,,,per pound,23,0.69,0.69,0.69,,4,0.79
10/18/2019,ALASKA,VEGETABLES,PUMPKINS,,,,per pound,29,0.76,0.48,0.79,,11,0.5
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"2,684",4.48,,,,"2,869",4.47
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,509,0.44,,,,233,0.32
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,264,0.82,,,,"1,455",1.16
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,830,2.07,,,,490,2.32
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,448",0.96,,,,332,0.9
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,each,4,2.5,,,,4,2.5
10/25/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,151,1,,,,38,1.04
10/25/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,407,5.14,4,5.99,,377,5.87
10/25/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,41,0.89,0.8,0.99,,22,0.8
10/25/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,193,2.41,1.99,2.5,,182,2.5
10/25/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,21,0.92,0.69,0.99,,55,0.99
10/25/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,5,0.99,0.99,0.99,,,
10/25/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,286,4.05,3.98,4.99,73,787,4.78
10/25/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,MINIATURE,,,each,220,0.8,0.8,0.8,,"1,433",1.17
10/25/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,230,2.48,1.99,2.5,,220,2.5
10/25/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,381",0.98,0.88,1.29,,242,0.89
10/25/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,each,33,3.75,2.99,5,58,553,3.94
10/25/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,13,0.84,0.79,0.88,46,,
10/25/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,357,1.56,1,2,,83,1.5
10/25/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,35,0.69,0.59,0.79,49,,
10/25/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,18,0.99,0.99,0.99,,6,0.99
10/25/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,each,793,3.83,1.99,5.99,,571,3.75
10/25/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,,,,per pound,6,0.25,0.25,0.25,,,
10/25/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,11,0.5,0.5,0.5,,17,0.88
10/25/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,6,0.88,0.88,0.88,,,
10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,"1,025",4.73,2.99,5.99,25,278,3.85
10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,111,0.36,0.18,0.5,,101,0.25
10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,each,50,2.54,2,4.99,,,
10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,each,4,2.5,2.5,2.5,,4,2.5
10/25/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,122,1.01,0.99,1.29,,9,1.29
10/25/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,each,99,4.84,4.29,4.99,,285,4.72
10/25/2019,NORTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,309,0.3,0.19,0.34,,98,0.26
10/25/2019,ALASKA,VEGETABLES,PUMPKINS,,,,each,14,8.22,5.39,8.99,,18,5.68
10/25/2019,HAWAII,VEGETABLES,PUMPKINS,,,,each,27,5.86,5.39,5.99,,,
10/25/2019,HAWAII,VEGETABLES,PUMPKINS,,,,per pound,29,0.69,0.69,0.69,,32,0.69
10/25/2019,ALASKA,VEGETABLES,PUMPKINS,,,,per pound,41,1.45,0.39,1.69,,,
10/25/2019,HAWAII,VEGETABLES,PUMPKINS,MINIATURE,,,each,3,1.67,1.67,1.67,,,
11/01/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,each,66,5,,,,164,4.7
11/01/2019,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,9,0.24,,,,11,0.71
11/01/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,218",0.98,,,,"1,342",0.95
11/01/2019,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,59,1.04,,,,26,1.49
11/01/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,40,5,5,5,,,
11/01/2019,NORTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,41,1.06,0.99,1.49,,,
11/01/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,,,,each,26,5,5,5,,,
11/01/2019,SOUTHEAST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,149",0.99,0.99,0.99,,"1,335",0.96
11/01/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,35,0.69,0.59,0.79,49,,
11/01/2019,MIDWEST U.S.,VEGETABLES,PUMPKINS,PIE TYPE,Y,,per pound,18,0.99,0.99,0.99,,,
11/01/2019,SOUTH CENTRAL U.S.,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,11,0.5,0.5,0.5,,,
11/01/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,,,,per pound,8,0.22,0.22,0.22,,,
